Delivery_person_Age,Weather_conditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
26.0,Sandstorms,Low,Drinks,scooter,1.0,No,Metropolitian,14
20.0,Cloudy,Jam,Buffet,scooter,1.0,No,Metropolitian,37
28.0,Cloudy,High,Buffet,scooter,1.0,No,Metropolitian,34
36.0,Stormy,Jam,Buffet,motorcycle,1.0,No,Urban,31
37.0,Sunny,Low,Buffet,scooter,1.0,No,Metropolitian,25
28.0,Fog,Low,Snack,electric_scooter,1.0,No,Urban,28
39.0,Sunny,High,Meal,scooter,1.0,No,Metropolitian,19
33.0,Cloudy,Low,Buffet,motorcycle,1.0,No,Metropolitian,24
34.0,Cloudy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,33
26.0,Sandstorms,Low,Drinks,scooter,1.0,No,Metropolitian,17
29.0,Windy,Medium,Snack,motorcycle,0.0,No,Metropolitian,24
26.0,Windy,Low,Meal,motorcycle,1.0,No,Metropolitian,10
36.0,Sunny,Medium,Drinks,scooter,0.0,No,Metropolitian,17
33.0,Stormy,Low,Buffet,motorcycle,1.0,No,Metropolitian,29
34.0,Sunny,Low,Snack,scooter,1.0,No,Metropolitian,25
32.0,Windy,Jam,Buffet,motorcycle,2.0,Yes,Urban,44
21.0,Sunny,Jam,Drinks,motorcycle,1.0,No,Metropolitian,30
38.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,38
31.0,Sunny,Low,Drinks,scooter,0.0,No,Metropolitian,18
28.0,Sandstorms,Medium,Snack,motorcycle,0.0,No,Metropolitian,25
24.0,Sandstorms,Low,Buffet,motorcycle,1.0,No,Metropolitian,18
20.0,Fog,Jam,Drinks,motorcycle,0.0,No,Metropolitian,35
36.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Urban,28
36.0,Stormy,Low,Buffet,scooter,0.0,No,Metropolitian,24
32.0,Stormy,Low,Snack,scooter,0.0,No,Metropolitian,28
38.0,Sandstorms,Low,Snack,motorcycle,0.0,No,Urban,21
25.0,Sunny,Low,Snack,electric_scooter,1.0,No,Urban,31
28.0,Stormy,Jam,Snack,motorcycle,0.0,No,Metropolitian,13
24.0,Fog,Jam,Buffet,motorcycle,1.0,No,Metropolitian,27
26.0,Fog,Low,Snack,motorcycle,1.0,No,Metropolitian,18
36.0,Stormy,Medium,Snack,scooter,1.0,No,Metropolitian,32
31.0,Sandstorms,Jam,Snack,scooter,1.0,No,Metropolitian,28
24.0,Sandstorms,High,Snack,scooter,1.0,No,Urban,22
30.0,Windy,Medium,Drinks,motorcycle,1.0,No,Metropolitian,30
29.0,Fog,Jam,Meal,motorcycle,1.0,No,Urban,41
26.0,Cloudy,Low,Snack,motorcycle,1.0,No,Metropolitian,22
38.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,26
37.0,Sunny,Medium,Drinks,electric_scooter,1.0,No,Metropolitian,19
24.0,Stormy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,39
38.0,Fog,Jam,Snack,motorcycle,2.0,No,Metropolitian,36
32.0,Windy,Low,Snack,motorcycle,1.0,No,Metropolitian,26
20.0,Stormy,High,Snack,electric_scooter,1.0,No,Metropolitian,25
34.0,Sunny,Low,Meal,motorcycle,1.0,No,Metropolitian,34
32.0,Stormy,Low,Snack,motorcycle,0.0,No,Metropolitian,24
38.0,Stormy,Low,Drinks,motorcycle,0.0,No,Metropolitian,25
20.0,Stormy,Low,Buffet,scooter,0.0,No,Metropolitian,17
25.0,Fog,Jam,Meal,scooter,1.0,No,Urban,30
37.0,Sunny,Medium,Snack,scooter,0.0,No,Metropolitian,24
37.0,Fog,Jam,Meal,scooter,1.0,No,Metropolitian,32
39.0,Sunny,Medium,Meal,motorcycle,2.0,No,Urban,36
27.0,Fog,Low,Snack,scooter,1.0,No,Metropolitian,18
32.0,Cloudy,Medium,Meal,scooter,1.0,No,Metropolitian,15
24.0,Stormy,Low,Drinks,motorcycle,1.0,No,Metropolitian,22
20.0,Sandstorms,Low,Snack,motorcycle,1.0,No,Metropolitian,19
21.0,Stormy,Medium,Drinks,scooter,1.0,No,Metropolitian,16
31.0,Cloudy,Low,Meal,motorcycle,1.0,No,Metropolitian,23
22.0,Stormy,Jam,Snack,scooter,0.0,No,Metropolitian,13
29.0,Sandstorms,Jam,Buffet,motorcycle,1.0,No,Metropolitian,48
33.0,Sunny,Low,Buffet,motorcycle,1.0,No,Metropolitian,25
26.0,Sunny,Low,Meal,motorcycle,0.0,No,Metropolitian,19
39.0,Fog,Low,Snack,motorcycle,1.0,No,Metropolitian,30
31.0,Sunny,Medium,Snack,motorcycle,1.0,No,Metropolitian,21
32.0,Fog,Low,Drinks,motorcycle,1.0,No,Metropolitian,26
22.0,Sandstorms,Jam,Drinks,motorcycle,0.0,No,Metropolitian,25
21.0,Cloudy,Low,Buffet,scooter,1.0,No,Metropolitian,22
29.0,Windy,Low,Drinks,electric_scooter,0.0,No,Metropolitian,14
37.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Metropolitian,38
36.0,Fog,Medium,Meal,scooter,1.0,No,Metropolitian,42
24.0,Sunny,Low,Buffet,scooter,0.0,No,Metropolitian,16
28.0,Cloudy,Low,Buffet,motorcycle,1.0,No,Metropolitian,25
30.0,Sunny,Jam,Snack,motorcycle,1.0,No,Metropolitian,25
22.0,Fog,Jam,Drinks,scooter,1.0,No,Metropolitian,33
34.0,Fog,Medium,Meal,motorcycle,0.0,No,Metropolitian,16
28.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,24
36.0,Sandstorms,Low,Drinks,scooter,1.0,No,Urban,23
20.0,Windy,Medium,Meal,motorcycle,0.0,No,Metropolitian,21
23.0,Sandstorms,Low,Snack,motorcycle,1.0,No,Metropolitian,23
27.0,Cloudy,Medium,Snack,scooter,1.0,No,Metropolitian,38
27.0,Stormy,Low,Snack,scooter,1.0,No,Metropolitian,16
33.0,Windy,High,Buffet,scooter,1.0,No,Urban,30
24.0,Fog,Jam,Snack,motorcycle,2.0,Yes,Metropolitian,49
25.0,Fog,Low,Drinks,scooter,1.0,No,Metropolitian,23
28.0,Sunny,Low,Drinks,scooter,1.0,No,Metropolitian,15
29.0,Sandstorms,Jam,Meal,motorcycle,2.0,No,Metropolitian,38
34.0,Sandstorms,Low,Drinks,motorcycle,0.0,No,Urban,24
26.0,Sunny,Jam,Snack,scooter,0.0,No,Metropolitian,10
31.0,Fog,Medium,Drinks,electric_scooter,0.0,No,Metropolitian,37
29.0,Cloudy,Jam,Buffet,motorcycle,2.0,No,Metropolitian,35
31.0,Cloudy,Jam,Snack,motorcycle,2.0,No,Metropolitian,32
35.0,Stormy,Jam,Meal,motorcycle,1.0,Yes,Metropolitian,47
23.0,Sunny,Low,Meal,motorcycle,0.0,No,Urban,17
27.0,Fog,Medium,Meal,motorcycle,1.0,No,Metropolitian,25
34.0,Stormy,Low,Meal,scooter,1.0,No,Urban,25
31.0,Cloudy,Low,Buffet,motorcycle,0.0,No,Metropolitian,38
35.0,Cloudy,Jam,Drinks,motorcycle,1.0,No,Urban,45
36.0,Cloudy,Low,Buffet,electric_scooter,0.0,No,Metropolitian,33
25.0,Fog,Jam,Drinks,motorcycle,2.0,No,Metropolitian,34
33.0,Windy,Medium,Drinks,electric_scooter,1.0,No,Metropolitian,31
20.0,Sunny,High,Buffet,motorcycle,3.0,No,Metropolitian,46
33.0,Fog,Medium,Buffet,motorcycle,1.0,No,Metropolitian,37
34.0,Sunny,Low,Snack,motorcycle,1.0,No,Urban,22
29.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,24
25.0,Windy,Medium,Snack,electric_scooter,0.0,No,Metropolitian,21
35.0,Stormy,Low,Meal,motorcycle,0.0,No,Metropolitian,23
24.0,Sandstorms,Low,Buffet,motorcycle,0.0,No,Urban,21
32.0,Sunny,Jam,Meal,motorcycle,1.0,No,Metropolitian,29
29.0,Sunny,Medium,Drinks,scooter,1.0,No,Metropolitian,19
30.0,Cloudy,Low,Meal,scooter,0.0,No,Metropolitian,33
29.0,Windy,Jam,Meal,motorcycle,0.0,No,Metropolitian,35
34.0,Cloudy,Jam,Meal,motorcycle,0.0,No,Metropolitian,43
27.0,Sandstorms,Medium,Buffet,motorcycle,1.0,No,Urban,26
21.0,Stormy,Jam,Buffet,scooter,1.0,No,Metropolitian,20
33.0,Fog,Medium,Meal,motorcycle,1.0,No,Metropolitian,34
33.0,Fog,High,Drinks,motorcycle,2.0,No,Metropolitian,39
29.0,Fog,Medium,Meal,scooter,1.0,No,Metropolitian,16
21.0,Windy,Low,Meal,scooter,0.0,No,Metropolitian,13
29.0,Stormy,Low,Snack,motorcycle,1.0,No,Urban,29
29.0,Fog,Jam,Meal,scooter,0.0,No,Metropolitian,30
32.0,Fog,Medium,Buffet,scooter,1.0,No,Metropolitian,39
31.0,Windy,Medium,Drinks,motorcycle,0.0,No,Metropolitian,25
29.0,Fog,Low,Drinks,motorcycle,1.0,No,Urban,18
29.0,Sunny,Medium,Snack,scooter,1.0,No,Urban,14
26.0,Stormy,Low,Buffet,electric_scooter,1.0,No,Metropolitian,16
35.0,Sandstorms,Jam,Buffet,motorcycle,1.0,Yes,Metropolitian,47
39.0,Stormy,Low,Drinks,scooter,1.0,No,Metropolitian,26
22.0,Stormy,Low,Buffet,motorcycle,0.0,No,Urban,20
29.0,Cloudy,Medium,Snack,motorcycle,1.0,No,Urban,25
38.0,Sandstorms,Low,Buffet,motorcycle,1.0,No,Metropolitian,26
50.0,Fog,Low,Meal,scooter,1.0,Yes,Metropolitian,48
32.0,Stormy,Low,Meal,motorcycle,0.0,No,Metropolitian,20
39.0,Sunny,Jam,Snack,motorcycle,1.0,No,Urban,20
26.0,Stormy,Low,Drinks,motorcycle,1.0,No,Metropolitian,18
32.0,Sunny,Jam,Buffet,electric_scooter,0.0,No,Urban,19
23.0,Windy,Medium,Meal,motorcycle,1.0,No,Metropolitian,23
36.0,Stormy,Jam,Buffet,electric_scooter,0.0,No,Metropolitian,29
29.0,Cloudy,High,Buffet,motorcycle,1.0,No,Metropolitian,23
33.0,Sandstorms,Low,Buffet,scooter,0.0,No,Metropolitian,24
21.0,Stormy,Jam,Meal,scooter,0.0,No,Metropolitian,21
30.0,Windy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,37
38.0,Fog,Low,Buffet,motorcycle,1.0,No,Metropolitian,19
36.0,Fog,Medium,Buffet,electric_scooter,1.0,No,Metropolitian,17
28.0,Stormy,High,Buffet,motorcycle,0.0,No,Metropolitian,33
30.0,Sunny,High,Drinks,scooter,1.0,No,Metropolitian,19
35.0,Cloudy,Jam,Snack,motorcycle,2.0,No,Metropolitian,36
32.0,Sandstorms,Jam,Buffet,scooter,1.0,No,Metropolitian,29
20.0,Fog,Jam,Buffet,motorcycle,2.0,No,Metropolitian,36
35.0,Stormy,Low,Snack,electric_scooter,0.0,No,Urban,15
39.0,Fog,Medium,Drinks,scooter,2.0,No,Metropolitian,39
25.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Metropolitian,30
37.0,Sandstorms,Low,Snack,scooter,1.0,No,Metropolitian,23
29.0,Sandstorms,Jam,Buffet,motorcycle,1.0,No,Metropolitian,22
33.0,Windy,Jam,Buffet,scooter,1.0,No,Metropolitian,32
35.0,Windy,Jam,Snack,scooter,1.0,No,Metropolitian,27
27.0,Cloudy,High,Drinks,scooter,1.0,No,Metropolitian,27
36.0,Windy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,36
38.0,Fog,Low,Buffet,motorcycle,0.0,No,Metropolitian,26
32.0,Sandstorms,High,Meal,motorcycle,1.0,No,Metropolitian,25
32.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,20
29.0,Fog,Jam,Snack,scooter,1.0,No,Metropolitian,49
36.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,52
29.0,Fog,High,Snack,motorcycle,0.0,No,Metropolitian,27
23.0,Windy,Jam,Snack,motorcycle,1.0,No,Metropolitian,30
27.0,Sunny,Medium,Buffet,motorcycle,0.0,No,Urban,11
29.0,Windy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,27
35.0,Stormy,Jam,Buffet,scooter,0.0,No,Metropolitian,32
24.0,Windy,Jam,Meal,motorcycle,1.0,No,Metropolitian,13
32.0,Stormy,Medium,Meal,motorcycle,1.0,No,Metropolitian,29
22.0,Windy,Low,Meal,scooter,1.0,No,Urban,13
21.0,Fog,Jam,Buffet,electric_scooter,1.0,No,Metropolitian,38
38.0,Stormy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,30
32.0,Sandstorms,Medium,Buffet,scooter,1.0,No,Metropolitian,30
29.0,Fog,Jam,Snack,motorcycle,0.0,No,Metropolitian,24
32.0,Stormy,Low,Buffet,scooter,1.0,No,Metropolitian,29
26.0,Fog,Low,Snack,scooter,0.0,No,Metropolitian,18
34.0,Stormy,Medium,Meal,motorcycle,1.0,No,Metropolitian,37
38.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,22
34.0,Fog,Jam,Snack,motorcycle,1.0,No,Metropolitian,37
33.0,Fog,Medium,Meal,scooter,0.0,No,Metropolitian,19
24.0,Fog,Jam,Drinks,motorcycle,1.0,No,Urban,33
24.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Metropolitian,28
21.0,Sunny,Medium,Buffet,motorcycle,0.0,No,Metropolitian,29
33.0,Cloudy,Low,Snack,motorcycle,1.0,No,Metropolitian,19
38.0,Stormy,Low,Snack,motorcycle,0.0,No,Urban,21
25.0,Sunny,Low,Meal,scooter,0.0,No,Metropolitian,22
35.0,Sunny,Medium,Drinks,motorcycle,1.0,No,Metropolitian,15
22.0,Windy,Medium,Snack,scooter,1.0,No,Metropolitian,21
28.0,Fog,Medium,Snack,electric_scooter,1.0,No,Urban,17
29.0,Fog,Low,Snack,scooter,1.0,No,Urban,30
39.0,Windy,Medium,Snack,scooter,1.0,No,Metropolitian,27
29.0,Sunny,Jam,Buffet,electric_scooter,0.0,No,Metropolitian,11
34.0,Fog,Low,Buffet,motorcycle,0.0,No,Metropolitian,24
35.0,Fog,Low,Snack,motorcycle,2.0,No,Metropolitian,43
38.0,Stormy,Medium,Drinks,scooter,1.0,No,Metropolitian,33
21.0,Sunny,Medium,Snack,motorcycle,1.0,No,Metropolitian,26
25.0,Cloudy,Low,Snack,motorcycle,0.0,No,Urban,12
26.0,Fog,Medium,Buffet,electric_scooter,1.0,No,Urban,32
30.0,Windy,Medium,Drinks,motorcycle,0.0,No,Urban,30
33.0,Cloudy,Jam,Drinks,scooter,1.0,No,Metropolitian,29
28.0,Cloudy,Low,Buffet,motorcycle,0.0,No,Urban,21
31.0,Windy,High,Snack,motorcycle,0.0,No,Metropolitian,32
32.0,Windy,Low,Drinks,scooter,0.0,No,Metropolitian,24
32.0,Sunny,Low,Drinks,motorcycle,0.0,No,Metropolitian,27
24.0,Sunny,Low,Drinks,scooter,0.0,No,Metropolitian,19
26.0,Windy,Low,Drinks,motorcycle,0.0,No,Metropolitian,12
22.0,Sunny,Jam,Buffet,electric_scooter,1.0,No,Metropolitian,19
37.0,Sandstorms,High,Snack,motorcycle,1.0,No,Urban,43
29.0,Cloudy,Low,Drinks,motorcycle,0.0,No,Metropolitian,15
32.0,Fog,Jam,Snack,motorcycle,0.0,No,Metropolitian,39
31.0,Windy,Jam,Meal,motorcycle,1.0,No,Urban,27
38.0,Fog,Medium,Drinks,motorcycle,1.0,No,Metropolitian,30
26.0,Sunny,Jam,Meal,motorcycle,0.0,No,Metropolitian,24
35.0,Fog,Low,Meal,motorcycle,1.0,No,Metropolitian,21
24.0,Cloudy,Low,Drinks,scooter,1.0,No,Urban,13
39.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,23
36.0,Fog,Medium,Drinks,motorcycle,1.0,No,Metropolitian,43
24.0,Cloudy,Medium,Buffet,motorcycle,1.0,No,Metropolitian,35
36.0,Sandstorms,Medium,Snack,motorcycle,2.0,No,Metropolitian,34
38.0,Sandstorms,Medium,Buffet,motorcycle,0.0,No,Metropolitian,30
26.0,Stormy,Medium,Meal,scooter,0.0,No,Metropolitian,26
38.0,Stormy,Low,Meal,motorcycle,1.0,No,Metropolitian,16
20.0,Sunny,Jam,Snack,scooter,1.0,No,Metropolitian,19
26.0,Fog,Medium,Drinks,scooter,1.0,No,Urban,27
30.0,Sunny,Jam,Buffet,electric_scooter,0.0,No,Metropolitian,22
25.0,Fog,Low,Buffet,motorcycle,1.0,No,Metropolitian,21
33.0,Fog,Jam,Meal,motorcycle,1.0,No,Metropolitian,27
24.0,Stormy,Low,Meal,scooter,0.0,No,Urban,11
20.0,Sandstorms,Low,Buffet,motorcycle,0.0,No,Metropolitian,16
27.0,Cloudy,Low,Meal,motorcycle,1.0,No,Metropolitian,13
21.0,Windy,Low,Buffet,motorcycle,1.0,No,Metropolitian,19
23.0,Stormy,Jam,Meal,scooter,0.0,No,Metropolitian,28
21.0,Sunny,Jam,Snack,scooter,1.0,No,Urban,12
39.0,Sandstorms,Medium,Meal,motorcycle,0.0,No,Urban,30
37.0,Stormy,Low,Snack,scooter,1.0,No,Metropolitian,24
22.0,Fog,High,Drinks,scooter,1.0,No,Metropolitian,31
21.0,Sunny,Jam,Buffet,motorcycle,0.0,No,Metropolitian,24
28.0,Cloudy,Low,Drinks,motorcycle,0.0,No,Urban,20
23.0,Sunny,Medium,Buffet,scooter,0.0,No,Urban,17
33.0,Cloudy,Low,Buffet,motorcycle,0.0,No,Metropolitian,18
24.0,Fog,Jam,Drinks,motorcycle,1.0,No,Metropolitian,38
26.0,Sandstorms,Low,Buffet,motorcycle,0.0,No,Urban,12
34.0,Windy,Jam,Meal,scooter,0.0,No,Metropolitian,44
30.0,Sunny,Low,Snack,scooter,1.0,No,Urban,15
37.0,Stormy,Jam,Buffet,motorcycle,1.0,No,Metropolitian,40
33.0,Sandstorms,Medium,Meal,motorcycle,1.0,No,Metropolitian,37
25.0,Stormy,Medium,Meal,motorcycle,0.0,No,Urban,22
26.0,Sandstorms,Medium,Buffet,electric_scooter,0.0,No,Urban,22
29.0,Stormy,Low,Buffet,motorcycle,0.0,No,Metropolitian,17
29.0,Fog,Low,Buffet,scooter,0.0,No,Metropolitian,41
29.0,Stormy,Low,Meal,scooter,1.0,No,Urban,14
23.0,Windy,Medium,Drinks,motorcycle,0.0,No,Metropolitian,25
23.0,Sandstorms,Medium,Snack,motorcycle,0.0,No,Metropolitian,22
23.0,Stormy,Jam,Buffet,motorcycle,1.0,No,Urban,15
25.0,Stormy,Low,Meal,electric_scooter,1.0,No,Metropolitian,18
34.0,Sandstorms,Medium,Meal,motorcycle,0.0,No,Metropolitian,42
25.0,Sandstorms,Low,Meal,scooter,0.0,No,Metropolitian,18
25.0,Cloudy,Medium,Buffet,motorcycle,1.0,No,Urban,24
27.0,Cloudy,Medium,Buffet,electric_scooter,0.0,No,Metropolitian,14
27.0,Fog,Medium,Snack,scooter,1.0,No,Metropolitian,39
21.0,Stormy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,34
39.0,Fog,Medium,Meal,motorcycle,1.0,No,Metropolitian,27
37.0,Cloudy,Low,Buffet,motorcycle,0.0,No,Metropolitian,16
20.0,Fog,Medium,Buffet,motorcycle,1.0,No,Metropolitian,35
22.0,Fog,Low,Snack,electric_scooter,1.0,No,Metropolitian,19
31.0,Stormy,Low,Snack,motorcycle,1.0,No,Metropolitian,23
15.0,Fog,Low,Meal,scooter,0.0,No,Metropolitian,25
22.0,Stormy,Jam,Meal,scooter,1.0,No,Metropolitian,24
28.0,Sandstorms,Low,Snack,scooter,0.0,No,Metropolitian,15
32.0,Fog,Jam,Buffet,electric_scooter,1.0,No,Urban,35
38.0,Windy,Medium,Drinks,motorcycle,1.0,No,Urban,28
28.0,Fog,Jam,Meal,scooter,1.0,No,Metropolitian,32
37.0,Fog,Jam,Meal,scooter,1.0,No,Metropolitian,30
35.0,Fog,Medium,Meal,motorcycle,1.0,No,Metropolitian,35
34.0,Sunny,Low,Drinks,motorcycle,1.0,No,Urban,10
28.0,Sandstorms,Jam,Meal,scooter,0.0,No,Metropolitian,27
21.0,Cloudy,Jam,Snack,motorcycle,1.0,No,Urban,45
21.0,Cloudy,Low,Snack,motorcycle,0.0,No,Metropolitian,15
25.0,Stormy,Jam,Snack,electric_scooter,0.0,No,Urban,23
29.0,Fog,Low,Drinks,scooter,0.0,No,Metropolitian,27
24.0,Windy,Low,Snack,motorcycle,1.0,No,Urban,18
24.0,Cloudy,Jam,Buffet,motorcycle,3.0,No,Metropolitian,48
28.0,Windy,Low,Drinks,electric_scooter,0.0,"<bound method Series.mode of 0        No
1        No
2        No
3        No
4        No
         ..
45579    No
45580    No
45581    No
45582    No
45583    No
Name: Festival, Length: 45584, dtype: object>",Metropolitian,10
24.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Urban,19
21.0,Cloudy,Medium,Buffet,motorcycle,1.0,Yes,Metropolitian,39
28.0,Cloudy,Low,Snack,scooter,0.0,No,Urban,15
33.0,Sunny,Medium,Snack,motorcycle,0.0,No,Metropolitian,28
38.0,Stormy,Low,Drinks,electric_scooter,0.0,No,Urban,22
23.0,Sandstorms,Low,Snack,motorcycle,1.0,No,Metropolitian,17
30.0,Fog,Jam,Buffet,motorcycle,1.0,No,Metropolitian,31
34.0,Windy,Jam,Meal,scooter,1.0,No,Metropolitian,26
34.0,Fog,Medium,Buffet,scooter,1.0,No,Metropolitian,34
23.0,Fog,Jam,Snack,scooter,0.0,No,Metropolitian,43
29.0,Cloudy,Low,Drinks,motorcycle,1.0,No,Metropolitian,23
22.0,Fog,Jam,Drinks,scooter,0.0,No,Metropolitian,25
26.0,Stormy,Low,Buffet,motorcycle,0.0,No,Urban,19
36.0,Sunny,Low,Meal,scooter,1.0,No,Metropolitian,24
28.0,Sunny,Low,Snack,scooter,0.0,No,Metropolitian,24
39.0,Windy,Medium,Drinks,scooter,0.0,No,Metropolitian,38
22.0,Sandstorms,Low,Drinks,scooter,0.0,No,Urban,12
39.0,Stormy,Jam,Snack,motorcycle,1.0,No,Metropolitian,28
38.0,Cloudy,Low,Drinks,scooter,1.0,No,Urban,17
35.0,Windy,Medium,Meal,scooter,0.0,No,Metropolitian,22
36.0,Windy,High,Drinks,scooter,1.0,No,Urban,30
29.0,Cloudy,Medium,Snack,motorcycle,1.0,No,Metropolitian,29
32.0,Stormy,Medium,Buffet,motorcycle,0.0,No,Metropolitian,33
25.0,Stormy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,20
34.0,Cloudy,Jam,Drinks,motorcycle,0.0,No,Urban,30
31.0,Cloudy,Jam,Snack,motorcycle,2.0,No,Semi-Urban,50
26.0,Sunny,Medium,Meal,motorcycle,1.0,No,Urban,15
23.0,Cloudy,Low,Drinks,motorcycle,1.0,No,Urban,14
39.0,Cloudy,Low,Drinks,scooter,1.0,No,Urban,19
36.0,Sandstorms,Low,Drinks,scooter,1.0,No,Metropolitian,21
37.0,Sandstorms,Medium,Snack,motorcycle,1.0,No,Metropolitian,34
29.0,Sunny,Low,Snack,motorcycle,1.0,No,Urban,16
32.0,Sunny,Jam,Snack,motorcycle,0.0,No,Metropolitian,23
26.0,Fog,Jam,Drinks,scooter,1.0,No,Metropolitian,44
27.0,Windy,Medium,Snack,motorcycle,1.0,No,Metropolitian,32
22.0,Windy,Low,Snack,motorcycle,1.0,No,Metropolitian,25
36.0,Sandstorms,High,Buffet,motorcycle,1.0,No,Metropolitian,32
20.0,Cloudy,Low,Drinks,scooter,1.0,No,Metropolitian,26
25.0,Sandstorms,Low,Drinks,electric_scooter,1.0,No,Metropolitian,15
23.0,Fog,Jam,Snack,motorcycle,1.0,No,Metropolitian,26
38.0,Sunny,Low,Snack,motorcycle,0.0,No,Metropolitian,24
24.0,Fog,Low,Drinks,scooter,1.0,No,Urban,12
24.0,Windy,Jam,Meal,scooter,1.0,No,Metropolitian,16
22.0,Sandstorms,Low,Buffet,electric_scooter,0.0,No,Metropolitian,19
27.0,Stormy,Low,Drinks,scooter,0.0,No,Metropolitian,15
24.0,Fog,Jam,Snack,scooter,0.0,Yes,Metropolitian,41
22.0,Sunny,Jam,Meal,scooter,0.0,No,Metropolitian,23
23.0,Fog,High,Snack,electric_scooter,1.0,No,Metropolitian,25
23.0,Stormy,Jam,Drinks,scooter,1.0,No,Metropolitian,19
35.0,Fog,Jam,Buffet,motorcycle,1.0,Yes,Urban,47
31.0,Fog,Low,Drinks,motorcycle,1.0,No,Metropolitian,16
23.0,Fog,Low,Snack,scooter,1.0,No,Metropolitian,14
35.0,Sandstorms,Low,Drinks,motorcycle,1.0,No,Metropolitian,24
22.0,Sandstorms,Medium,Meal,scooter,1.0,No,Metropolitian,24
31.0,Cloudy,Low,Buffet,scooter,0.0,No,Metropolitian,18
36.0,Sunny,High,Buffet,scooter,0.0,No,Metropolitian,22
38.0,Sunny,Low,Drinks,motorcycle,0.0,No,Urban,22
20.0,Fog,Jam,Snack,scooter,0.0,No,Metropolitian,25
37.0,Sunny,Medium,Drinks,scooter,1.0,No,Metropolitian,18
25.0,Sandstorms,Jam,Buffet,motorcycle,1.0,No,Metropolitian,31
23.0,Windy,High,Meal,motorcycle,1.0,No,Metropolitian,29
32.0,Sandstorms,Jam,Snack,motorcycle,1.0,No,Metropolitian,42
33.0,Sandstorms,Low,Meal,motorcycle,1.0,No,Urban,22
29.0,Windy,Jam,Snack,scooter,0.0,No,Metropolitian,28
29.0,Cloudy,Jam,Snack,scooter,1.0,No,Metropolitian,30
28.0,Windy,Low,Snack,scooter,0.0,No,Metropolitian,15
34.0,Fog,Jam,Snack,scooter,1.0,No,Urban,40
20.0,Sunny,Jam,Meal,scooter,0.0,No,Metropolitian,10
29.0,Sandstorms,Low,Buffet,electric_scooter,1.0,No,Metropolitian,18
39.0,Windy,Jam,Buffet,motorcycle,1.0,No,Urban,43
37.0,Cloudy,Low,Buffet,motorcycle,1.0,No,Metropolitian,25
29.0,Cloudy,Low,Buffet,motorcycle,0.0,No,Metropolitian,14
29.0,Fog,Low,Buffet,scooter,0.0,No,Metropolitian,19
29.0,Fog,Low,Snack,electric_scooter,0.0,No,Metropolitian,20
32.0,Cloudy,Low,Drinks,scooter,2.0,No,Urban,34
27.0,Windy,Medium,Buffet,electric_scooter,0.0,No,Metropolitian,23
24.0,Sandstorms,Low,Meal,motorcycle,1.0,No,Urban,19
21.0,Windy,Jam,Meal,motorcycle,0.0,No,Metropolitian,28
28.0,Fog,Medium,Buffet,motorcycle,2.0,No,Urban,44
38.0,Cloudy,Jam,Snack,motorcycle,3.0,No,Metropolitian,49
26.0,Stormy,Low,Snack,motorcycle,0.0,No,Metropolitian,24
29.0,Fog,Low,Meal,scooter,1.0,No,Metropolitian,29
21.0,Sunny,Medium,Buffet,scooter,0.0,No,Urban,13
29.0,Cloudy,Medium,Buffet,scooter,0.0,No,Metropolitian,16
38.0,Fog,Jam,Drinks,motorcycle,0.0,No,Metropolitian,42
34.0,Stormy,Low,Meal,motorcycle,0.0,No,Metropolitian,23
36.0,Cloudy,Medium,Drinks,motorcycle,2.0,No,Metropolitian,45
27.0,Fog,Low,Drinks,scooter,0.0,No,Metropolitian,13
32.0,Fog,Low,Snack,motorcycle,1.0,No,Urban,24
36.0,Cloudy,High,Buffet,scooter,1.0,No,Metropolitian,25
27.0,Sunny,High,Snack,motorcycle,1.0,No,Metropolitian,18
20.0,Sunny,Low,Meal,scooter,1.0,No,Metropolitian,17
30.0,Windy,Jam,Drinks,motorcycle,1.0,No,Metropolitian,38
36.0,Fog,Medium,Meal,scooter,1.0,No,Metropolitian,41
28.0,Sandstorms,Medium,Snack,motorcycle,0.0,No,Metropolitian,23
